source,pivot_text(de),pivot_text(zh),bt_zh,bt_de
"Ofelia's stepfather, the Falangist Captain Vidal, viciously hunts the Spanish Maquis, guerrillas who fight against the Franco regime in the region, while Ofelia's pregnant mother grows increasingly ill.","Ofelias Stiefvater ist der falangistische Kapitän Vidal. Er jagt den spanischen Maquis brutal, während Ofelias schwangere Mutter zunehmend krank wird. Die spanischen Maquis sind Guerillas, die gegen das Franco-Regime in der Region kämpfen.","维达尔上尉猎杀西班牙马基人, 他们对抗佛朗哥政权, 而Ofelia的孕妇生病了。","Captain Vidal hunted the Spanish Marquis, they fought the Franco regime, and Ofelia's pregnant woman was sick.","Ofelia's stepfather is the Falangist captain Vidal. He brutally chases the Spanish Maquis, while Ofelia's pregnant mother becomes increasingly ill. The Spanish Maquis are guerrillas who fight against the Franco regime in the region."
"On a larger scale, mitotic cell division can create progeny from multicellular organisms, such as plants that grow from cuttings.","In größerem Maßstab können einzelne Zellen, die sich in mehr Zellen teilen, Wachstum von multizellulären Wesen erzeugen, wie Pflanzen, die aus Stecklingen wachsen.",动物细胞分裂可以从多细胞生物中产生后代。 从切割中生长的植物就是一个例子。,"Animal cell divisions can produce offspring from multicellular organisms, for example, plants that grow from cutting.","On a larger scale, individual cells that divide into more cells can produce growth of multicellular beings, such as plants that grow from cuttings."
A change to this law had been considered until Princess Kiko gave birth to a son.,"Dieses Gesetz sollte geändert werden, bevor Prinzessin Kiko einen Sohn zur Welt brachte.",他们考虑修改这部法律 直到姬子公主有个儿子,They were thinking of changing the law until the Princess had a son.,This law was to be changed before Princess Kiko gave birth to a son.
The goaltender uses this glove to deflect shots.,"Der Torwart verwendet diesen Handschuh, um Schüsse zu blockieren oder zu stoppen",守门员用手套阻止射击,The goalie stopped the shooting with gloves.,The goalkeeper uses this glove to block or stop shots
"Also, please do your best to always fill in the edit summary field.","Versuchen Sie auch, immer das Eingabe-Zusammenfassungsfeld auszufüllen.",请尽力总是填入编辑摘要字段 。,Please try to always fill in the edit summary field.,Also try to always fill in the entry summary field.
Rhys ap Gruffydd agrees to negotiate with Henry II of England.,Rhys ap Gruffydd wird eine Diskussion mit Heinrich II. von England führen.,Rhys p Gruffed同意和英国的亨利二世讨价还价,Rhys p Gruffed agreed to bargain with Henry II in England.,Rhys ap Gruffydd will have a discussion with Henry II of England.
Styles There are many different apron forms depending on the purpose of the apron.,Es gibt viele verschiedene Schürze Stile. Es hängt vom Zweck der Schürze.,有许多停机坪表格供各种用途使用。,A large number of apron forms are available for various purposes.,There are many different apron styles. It depends on the purpose of the apron.
"The President pro tempore is third in the line of presidential succession, following the Vice President and the Speaker of the House.","Der Präsident pro tempore ist der dritte Präsident, der nach dem Vizepräsidenten und dem Sprecher des Hauses Präsident wird.",临时总统是第三任总统,The interim president is the third president.,The President pro tempore is the third President to become President after the Vice-President and the Speaker of the House.
Gordon Peter Moakes (born 22 June 1976) is an English multi-instrumentalist and backing singer for English Indie rock band Bloc Party.,"Juni 1976 in London, England) ist ein englischer Musiker, der mehrere Instrumente spielt und außerdem als Backing-Sänger für die englische Indie-Rockband Bloc Party arbeitet.",Gordon Peter Moakes是英国乐手兼印度摇滚乐队“布莱克党”歌手。,"Gordon Peter Moakes is a British musician and Indian rock band, the Black Party singer.","==Early life and career==Bloc was born in London, England, to an English musician who plays several instruments and also works as a backing singer for the English indie rock band Bloc Party."
At the end of the 20th century there was an emerging consensus among developmental neurobiologists that the establishment of thalamocortical connections (at about 26 weeks) is a critical event with regard to fetal perception of pain.,"Unter Neurobiologen herrschte Ende des 20. Jahrhunderts ein Konsens darüber, dass die Etablierung thalamokortischer Verbindungen ein kritisches Ereignis zur fetalen Schmerzwahrnehmung ist.","20世纪末,发育神经生物学家之间迅速增加的争论认为,建立Thalamocartical联系(大约26周)对于胎儿的痛苦感来说是一个严重的事件。","At the end of the twentieth century, there was a rapidly growing debate among developmental neurobiologists that the establishment of Thalamocartical (approximately 26 weeks) was a serious event for the fetus' sense of pain.",Neurobiologists at the end of the 20th century had a consensus that the establishment of thalamocortic compounds is a critical event for fetal pain perception.
"A saddle is a supportive structure for a rider or other load, fastened to an animal's back by a girth.","Ein Sattel ist eine unterstützende Struktur für einen Reiter oder eine andere Last, die durch einen Gurt am Rücken eines Tieres befestigt wird.",马鞍是骑手或其他载荷的支撑性结构 紧固在动物的背上,The saddle is a support structure for riders or other loads.,A saddle is a supporting structure for a rider or another load attached by a belt to the back of an animal.
Such peoples' native languages often have differentiated forms that simply did not survive the transfer to English.,"Die Muttersprachen solcher Völker haben unterschiedliche Formen, die den Transfer ins Englische nicht überlebten.","这些民族的本族语言通常有不同的形式,在转换为英语时被删除。",The native languages of these peoples usually take different forms and are deleted when converted to English.,The native languages of such peoples have different forms that did not survive the transfer to English.
Some prefer to soak the lentils for an extended time and discard the water.,Einige Leute legen die Linsen gerne für einige Zeit ins Wasser. Danach werfen sie das Wasser weg.,"有些人喜欢把扁豆放进水里一段时间,然后他们把水扔掉。",Some people like to put lentils in the water for a while and then throw away the water.,Some people like to put the lenses in the water for some time. After that they throw away the water.
"Academics Following the media coverage of the Essjay controversy, a number of academics noted the damage to the credibility of Wikipedia.","Nach der Medienberichterstattung über die Essjay-Kontroverse, eine Reihe von Wissenschaftlern festgestellt, den Schaden an dem Vertrauen gegenüber Wikipedia.","Essjay争议后, 维基百科的公信力受损。","After the Essjay dispute, Wikipedia's credibility was damaged.","According to the media coverage of the Essjay controversy, a number of scientists noted the damage to trust in Wikipedia."
"This may be seen in the demand to remove the chief of staff of the Austrian Army, Alfred Jansa, from his position in January 1938.","Dies zeigt sich in der Forderung, Alfred Jansa aus seiner Position zu entfernen.","Alfred Jansa是奥地利陆军参谋长,1938年1月曾要求解除他的职务。","Alfred Jansa, the Chief of Staff of the Austrian Army, had requested his dismissal in January 1938.",This is reflected in the demand to remove Alfred Jansa from his position.
Bruno Mora (29 March 1937 - 10 December 1986) was an Italian footballer.,Bruno Mora war ein italienischer Fußballspieler. Er lebte vom 29. März 1937 bis 10. Dezember 1986.,布鲁诺·莫拉是意大利足球运动员,Bruno Mora is an Italian football player.,Bruno Mora was an Italian footballer. He lived from 29 March 1937 to 10 December 1986.
1849 A battle between German and Danish forces took place near the town on April 23 1849 during the First War of Schleswig.,Während des Ersten Krieges von Schlewig gab es eine Schlacht zwischen deutschen und dänischen Truppen in der Nähe der Stadt.,德国人和丹麦人之间的战斗于1849年4月23日施勒苏益格第一次战争期间在该镇附近发生。,The fighting between the Germans and the Danes took place near the town during the first war in Schleswig on 23 April 1849.,During the First War of Schlewig there was a battle between German and Danish troops near the city.
"Skeletal remains around 2,000 years old unearthed in Switzerland indicate that Spitz-type dogs have inhabited Central Europe for millennia.","Skelettreste, die in der Schweiz rund 2.000 Jahre alt sind, deuten darauf hin, dass Spitzhunde seit Jahrtausenden Mitteleuropa bewohnt haben.","在瑞士发现,骨骼仍然在2,000岁左右,这表明Spitz型狗在中欧居住了几千年。","In Switzerland, bones were found to be around 2,000 years old, indicating that Spitz dogs had lived in Central Europe for thousands of years.","Skeleton remains, which are about 2,000 years old in Switzerland, indicate that Spitzhunde has lived in Central Europe for millennia."
He is one of the founding members of Global Elders.,Er ist einer der Gründer von Global Elders.,他是全球长老集团的创始成员之一。,He is one of the founding members of the Global Group of Elders.,He is one of the founders of Global Elders.
"According to an interview in the UK newspaper The Sun, Heyman wrote the brand's weekly scripts and submitted them to writers for possible changes, and then Vince McMahon for final approval.",Laut einem Interview in der britischen Zeitung The Sun schrieb Heyman die wöchentlichen Drehbücher der Marke und gab sie Autoren für mögliche Änderungen. Anschließend reichte er sie Vince McMahon zur endgültigen Genehmigung ein.,"这是来自英国报纸《太阳》的采访, Heyman写下品牌每周的剧本,","This is an interview from the British newspaper Sun, and Heyman wrote a weekly play with a brand.","According to an interview in the British newspaper The Sun, Heyman wrote the weekly screenplays of the brand and gave them to authors for possible changes. He then submitted them to Vince McMahon for final approval."
"Back up an entire system, including user data, to an installable Live CD / DVD.",Sichern Sie sich auf ein System und Benutzerdaten auf eine CD oder DVD.,"备份整个系统, 包括用户数据到 CD/ DVD 。","Backup the entire system, including user data to CD/ DVD.",Back up to a system and user data on a CD or DVD.
She escapes with Alwa just before the police arrive to recapture her.,"Sie flüchtete mit Alwa, kurz bevor sie wieder von der Polizei erwischt wurde.",她和Alwa在警察来之前就走了,She and Alwa left before the police arrived.,She fled with Alwa just before she was caught again by the police.
"In 1952 together with the abolishment of the federal states (Bundesländer) the district was split into the three parts, which were put together again in 1994.","1952 wurden die Bundesländer abgeschafft, der Landkreis in drei Teile aufgeteilt und 1994 wieder zusammengebaut.","1952年,联邦各州(联邦州)被废除,该区被分为三部分,1994年再次合并。","In 1952, the Federal Länder (Federal Länder) were abolished and the District was divided into three parts, which were recombined in 1994.","In 1952 the federal states were abolished, the district was divided into three parts and reassembled in 1994."
The storm continued to the southwest while deep convection persisted near the center.,"Der Sturm bewegte sich nach Südwesten, während sich warme und kalte Luft in der Nähe des Zentrums auf und ab bewegte.","暴风雨继续向西南部蔓延,而中心附近的深层对流却在继续。","The storm continued to spread to the south-west, while deep currents in the vicinity of the centre continued.","The storm moved southwest, while warm and cold air moved up and down near the centre."
Several of her songs have been featured in anime and drama series.,Ihre Songs wurden in Anime- und Drama-Serien gezeigt.,她的一些歌曲被用在动画和戏剧系列中。,Some of her songs are used in animation and drama series.,Their songs were shown in anime and drama series.
"The Festspielhaus also features a double proscenium, which gives the audience the illusion that the stage is further away than it actually is.","Das Festspielhaus hatte auch einen Doppelbogen. Es gab die Illusion, dass die Bühne weiter weg ist.","Festspielhaus也有一个非常深入的前沿舞台, 它让观众看得好像舞台是遥远的,如果不是的话。","Festspielhaus also has a very deep front stage, which makes the audience look as if the stage was remote, if not.",The Festspielhaus also had a double bow. There was the illusion that the stage was further away.
"The Apostles' Creed, as well as other baptismal creeds, is esteemed as an example of the apostles' teachings and a defense of the Gospel of Christ.",Die Glaubensansichten der Apostel sowie andere Taufglauben sind ein Beispiel für die Lehren der Apostel und eine Verteidigung der Bibel.,"传教士的教义和其他受洗的教义,作为教义的典范受到尊重,也被视为对基督福音的捍卫。",The missionary teachings and other baptized teachings are respected as examples of the teachings and are considered to be the defence of the Good News of Christ.,The apostles' beliefs and other baptismal beliefs are an example of the apostles' teachings and a defense of the Bible.
"Another, ""Loveliest of Trees"", is the basis for his 1912 orchestral rhapsody, also called A Shropshire Lad.","Ein weiterer, ""Loveliest of Trees"", ist die Basis für seinen 1912 entstandenen musikalischen Ausdruck, auch A Shropshire Lad genannt.","""最可爱的树""是他的管弦乐曲的基础","""The cutest tree"" is the basis of his orchestra.","Another, ""Loveliest of Trees"", is the basis for his 1912 musical expression, also called A Shropshire Lad."
"Moorland or moor is a type of habitat found in upland areas, characterised by low growing vegetation on acidic soils.",Moorland oder Moor ist ein Lebensraum in Berggebieten gefunden. Es hat niedrig wachsende Pflanzen auf sauren Böden.,"Moorland 或 moor or moor是高原地区的一个生境,以酸性土壤中的低生长植被著称。",Moorland or moor or moor is a habitat in the highland region and is known for low-growth vegetation in acid soils.,Moorland or moorland is a habitat found in mountain areas. It has low-growing plants on acidic soils.
"From 1948 - 52, a series of guest conductors led the orchestra, including Leonard Bernstein and Leopold Stokowski.","Zwischen 1948 und 1952 wurde das Orchester von einer Reihe von Gastdirigenten geleitet, darunter Leonard Bernstein und Leopold Stokowski.",从1948年到52年 一系列客座指挥者领导了乐队,"From 1948 to 52, a series of guest commanders led the band.","Between 1948 and 1952, the orchestra was led by a number of guest conductors, including Leonard Bernstein and Leopold Stokowski."
"Wollstonecraft wrote the Rights of Woman hurriedly in order to respond directly to ongoing events; she intended to write a more thoughtful second volume, but she died before completing it.","Wollstonecraft schrieb die Rechte der Frau in einer Eile, damit sie auf laufende Ereignisse reagieren konnte. Sie wollte einen nachdenklicheren zweiten Band schreiben, aber sie starb, bevor sie es vollendete.","Wollstonecraft写道“妇女权利”, 直接回应当前事件; 她打算写第二卷,","“Women’s rights” wrote by Wolstonecraft to respond directly to the current events, and she intends to write a second volume, which will be published on her blog, “Women’s rights,” and “Women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, women’s rights, and women’s rights.","Wollstonecraft wrote the rights of the woman in a hurry so that she could respond to current events. She wanted to write a more thoughtful second volume, but she died before completing it."
"On 22 September, French Sudan proclaimed itself the Republic of Mali and withdrew from the French Community.",Am 22. September proklamierte sich der französische Sudan zur Republik Mali. Zu dieser Zeit zog er sich aus der französischen Gemeinschaft zurück.,"9月,法属苏丹宣布自己为马里共和国,并退出法语区。","In September, the French Sudan declared itself the Republic of Mali and withdrew from the French Community.","On 22 September, the French Sudan proclaimed itself the Republic of Mali, at which time he withdrew from the French community."
The distance between the tip of the mouthpiece and the tip of the reed is known as the tip opening.,Der Abstand zwischen den Spitzen des Mundstücks und dem Schilf wird die Spitze Öffnung genannt.,耳机和Reed提示之间的距离 叫做小费开口,The distance between the headphones and the Reed tip is called tip-off.,The distance between the tips of the mouthpiece and the reed is called the tip opening.
Charity The third of the Five Pillars of Islam states that Muslims are required to give approximately one-fortieth of their wealth to charity as zakat.,"Die dritte Säule des Islam sagt, dass Muslime viel geben ein-fortieth ihres Geldes zur Nächstenliebe als Zakat.","伊斯兰五大支柱的第三个慈善支柱指出,穆斯林有义务将其财富的四分之一作为天课赠予慈善机构。","The third pillar of charity, the five pillars of Islam, states that Muslims have an obligation to donate a quarter of their wealth to charities as a gift.",The third pillar of Islam says that Muslims give much a-fortieth of their money to charity as zakat.
It is the central datum point for measuring distances from London.,Es ist der zentrale feste Ausgangspunkt für die Messung von Entfernungen von London.,这是测量距离伦敦的点。,This is the point of measuring the distance from London.,It is the central fixed starting point for measuring distances from London.
"C. L. Barber, “Shakespearian Comedy in the Comedy of Errors, ” College English 25.7 (1964), p. 493.",Sie können auf Seite 493 von C. L. Barber's Shakespearian Comedy in der Comedy of Errors (1964) verweisen.,"C. L. Barber,《错误喜剧中的摇摆曲子》,英文学校25.7(1964年),第493页。","C. L. Barber, Swinging in Wrong Comedy, English School 25.7 (1964), p. 493.",You can refer to page 493 of C. L. Barber's Shakespearian Comedy in the Comedy of Errors (1964).
"A dark albedo feature about across has been named Olbers in honour of Vesta's discoverer, but it does not appear in elevation maps as a fresh crater would, and its nature is presently unknown, perhaps an old basaltic surface.","Ein dunkles Albedo wurde Olbers für Vestas Entdecker genannt, aber es erscheint nicht in Karten und seine Natur ist derzeit unbekannt.","一个黑暗的反照机被命名为Olbers, 供Vesta的发现者使用, 但它在地图上并没有出现, 其性质目前还不得而知。","A dark transcoder is named Olbers for Vesta's discoverers, but it doesn't appear on the map, and its nature is unknown.","A dark albedo was called Olbers for Vesta's explorer, but it does not appear in maps and its nature is currently unknown."
"Franklin Delano Roosevelt (January 30, 1882 – April 12, 1945), often referred to by his initials FDR, was the 32nd President of the United States.","Franklin Delano Roosevelt war der 32. Präsident der Vereinigten Staaten. Er lebte vom 30. Januar 1882 bis zum 12. April 1945 und wurde oft von seinen Initialen, FDR genannt.",富兰克林·德拉诺·罗斯福(Franklin Delano Roosevelt)生于1882年1月30日 — — 1945年4月12日 — — 1945年4月12日。 他的首字母缩写经常提到他。 他是美国第32任总统。,Franklin Delano Roosevelt was born on 30 January 1882 – 12 April 1945 – on 12 April 1945. His initials often mention him.,"Franklin Delano Roosevelt was the 32nd President of the United States. He lived from January 30, 1882 until April 12, 1945 and was often called by his initials, FDR."
"According to the Georgian chronicles, he was a son of Rev, son of Mirian III, the first Christian king of Iberia.","Die georgischen Chroniken nennen ihn einen Sohn von Reverend, Mirian III., der der erste christliche König von Iberia war.","格鲁吉亚历年史称,他是Rev.Rev. Rev.的儿子,是Mirian III.的儿子。 Mirian III是伊伯里亚第一位基督教国王。","According to the Georgian history, he is the son of Rev.Rev. Rev. and the son of Mirian III. Mirian III is the first Christian king in Iberia.","The Georgian chronicles call him a son of Reverend, Mirian III, who was the first Christian king of Iberia."
"Brawl, as did Walker for the English version.",Walker hat in der englischen Version geprügelt.,Walker在英文版中争吵。,Walker argued in the English version.,Walker beat the English version.
"Soy milk (also called soya milk, soybean milk, or soy juice) and sometimes referred to as soy drink / beverage is a beverage made from soybeans.",Sojamilch ist ein Getränk aus Sojabohnen. Es wird manchmal als Sojagetränk bezeichnet.,豆类牛奶是由大豆制成的。,Soy milk is made of soybeans.,Soy milk is a beverage made from soybeans. It is sometimes referred to as soy drink.
The film is mainly based on Robert Drewe's book Our Sunshine.,Der Film basiert auf dem Buch Unser Sonnenschein von Robert Drewe.,这部电影以罗伯特·德鲁的书《我们的阳光》为基础。,The film is based on Robert Drew's book Our Sunshine.,The film is based on the book Our Sunshine by Robert Drewe.
Hurricane Wilma was the most intense hurricane ever recorded in the Atlantic basin.,Wilma war der schwerste Hurrikan überhaupt im Atlantikbecken.,威尔马飓风是大西洋盆地有史以来最强烈的飓风。,Hurricane Wilma was the strongest hurricane ever in the Atlantic basin.,Wilma was the heaviest hurricane in the Atlantic basin.
"During this period he married, and farmed in Lyndhurst, Hampshire.","Er heiratete und behielt eine Farm in Lyndhurst, Hampshire während dieser Zeit.","在此期间,他结了婚,在罕布什尔的林德赫斯特耕种。","In the meantime, he was married and cultivated in Lindhurst in Hampshire.","He married and kept a farm in Lyndhurst, Hampshire during this period."
"During his 22 - year career, Young established numerous professional pitching records in the majors, some of which have stood for a century.","Im Laufe seiner 22-jährigen Karriere machte Young viele Pitching-Rekorde in den Majors, einige stehen seit 100 Jahren.","在22年的职业生涯中,Young在大专院校中赢得了许多顶尖的投球记录,有些记录长达100年。","During 22 years of his career, Young won many of the best pitching records in universities and colleges, some for up to 100 years.","During his 22-year career, Young made many pitching records in the majors, some of them standing for 100 years."
"Music storage and marketing Digital audio files can be transported from one computer to another like any other file, and played on a compatible media player (with caveats for DRM-locked files).",Digitale Audiodateien können von einem Computer auf einen anderen verschoben und auf einem Mediaplayer abgespielt werden (mit einigen Einschränkungen),"数字音频文件可以从一台计算机移动到另一台计算机,并播放在一个媒体播放器上(有一定限制)",Digital audio files can be moved from one computer to another and broadcast on a media player (with certain limitations),Digital audio files can be moved from one computer to another and played on a media player (with some limitations)
"Arunachal Pradesh (,) is the easternmost state of India.",Arunachal Pradesh ist der östlichste Staat Indiens.,阿鲁纳恰尔·普拉代奇是印度最远的东部邦。,Arunachar Pradžić is the most distant Eastern State in India.,Arunachal Pradesh is the easternmost state in India.
"All the bats admire him, and he claims to have caught two tiger moths which are known by all the others in the colony to be an extraordinary achievement by such a young bat.","Er sagt, er habe zwei Tigermotte gefangen. Dies soll eine außergewöhnliche Leistung für eine junge Fledermaus sein. So alle anderen Fledermäuse respektieren ihn.","他受到所有蝙蝠的钦佩,他声称捕获了两只老虎飞蛾,这对年轻蝙蝠来说是一项伟大的成就。","He was admired by all bats, who claimed to have captured two tiger moths, a great achievement for young bats.",He says he caught two tiger moths. This is supposed to be an extraordinary achievement for a young bat. So all the other bats respect him.
Bernard Haitink made his debut with the Concertgebouw Orchestra on 7 November 1956.,Bernard Haitink trat am 7. November 1956 erstmals mit dem Concertgebouw Orchestra auf.,1956年11月7日 伯纳德·海因克以协进会乐队为首 1956年11月7日,"On November 7, 1956, Bernard Heinke was led by the Council Band, November 7th, 1956.",Bernard Haitink performed for the first time with the Concertgebouw Orchestra on 7 November 1956.
"Normally a pawn moves by advancing a single square, but the first time each pawn is moved from its initial position, it has the option to advance two squares.","Normalerweise bewegt sich ein Bauer nach vorne ein einzelnes Quadrat. Jedoch, das erste Mal, dass jeder Bauer von seiner Ausgangsposition bewegt wird, kann er zwei Quadrate vorwärts bewegen.","通常情况下, 向前移动一个单方形的当子移动。 然而, 每一个当子从一开始第一次移动时, 它可以移动两个方形 。","Normally, move forward a single square assortment. However, when each son moves for the first time from the beginning, it can move two squares.","Normally, a farmer moves forward a single square. However, the first time every farmer is moved from his initial position, he can move two squares forward."
He was buried at Westminster Abbey on 9 May 1509.,Er wurde am 9. Mai 1509 in Westminster Abbey beigesetzt.,"1509年5月9日,他被埋葬在威斯敏斯特修道院。","On 9 May 1509, he was buried at the Westminster Monastery.","He was buried on May 9, 1509 in Westminster Abbey."
"It is a rather short book, in both Jewish and Christian scripture, consisting of only four chapters.","Es ist ein kurzes Buch mit nur vier Kapiteln,","它是一本短本书,只有四章,",It's a short book with four chapters.,"It is a short book with only four chapters,"
"He has also appeared in many highly-acclaimed television dramas such as The Lakes, State of Play and two BAFTA award-winning serials; Clocking Off and Sex Traffic.","Er war auch in vielen gefeierten Fernsehdramas. Dazu gehörten The Lakes, State of Play und BAFTA preisgekrönte Serien Clocking Off und Sex Traffic.","他还参加过许多著名的电视剧,如《湖泊》、《游戏状况》和两套获奖的BAFTA系列《封锁和性交易》。","He has also participated in a number of famous television dramas, such as the Lakes, the State of the Games and two award-winning series BAFTA, The Blocking and the Sex Trade.","He was also in many acclaimed TV dramas. Among them were The Lakes, State of Play and BAFTA award-winning series Clocking Off and Sex Traffic."
"Under the ring name Test, Martin wrestled for World Wrestling Federation (later World Wrestling Entertainment) from 1998 – 2004, and 2006 – 2007.",Von 1998-2004 und 2006-2007 kämpfte Martin als Test für die World Wrestling Federation.,"马丁为世界摔跤联合会摔跤 从1998年至2004年,然后2006-2007年。","Martin wrestled for the World WWF from 1998 to 2004, then 2006-2007.",From 1998-2004 and 2006-2007 Martin fought as a test for the World Wrestling Federation.
"As recently as 1967, the World Health Organization estimated that 15 million people contracted the disease and that two million died in that year.","Die Weltgesundheitsorganisation schätzte 1967 15 Millionen Menschen auf die Krankheit, und sie schätzte auch, daß in diesem Jahr zwei Millionen starben.","世界卫生组织估计,1967年有1 500万人感染了这一疾病,200万人死亡。",The World Health Organization estimates that 15 million people were infected and 2 million died in 1967.,"In 1967, the World Health Organization estimated 15 million people to have died, and it also estimated that two million died this year."
"Du Pré performed with the most prestigious orchestras and conductors, including the Berlin Philharmonic Orchestra, London Symphony, London Philharmonic, New Philharmonia Orchestra, BBC Symphony Orchestra, New York Philharmonic, Philadelphia Orchestra, Israel Philharmonic, and the Los Angeles Philharmonic Orchestra.","Du Pre spielte mit den besten Orchestern und Dirigenten wie dem Berliner Philharmonic Orchestra, London Symphony, London Philharmonic, New Philharmonia Orchestra, BBC Symphony Orchestra, New York Philharmonic, Philadelphia Orchestra, Israel Philharmonic und dem Los Angeles Philharmonic Orchestra.","杜普雷与备受尊敬的管弦乐团和指挥员演出,其中包括柏林交响乐团、伦敦交响乐团、伦敦交响乐团、新交响乐团、英国广播公司交响乐团、纽约交响乐团、费城交响乐团、以色列交响乐团和洛杉矶交响乐团。","Dupre plays with respected orchestras and commanders, including the Berlin Symphony Orchestra, the London Symphony Orchestra, the New Symphony Orchestra, the BBC Symphony Orchestra, the New York Symphony Orchestra, the Philadelphia Symphony Orchestra, the Israel Symphony Orchestra and the Los Angeles Symphony Orchestra.","Du Pre played with the best orchestras and conductors such as the Berlin Philharmonic Orchestra, London Symphony, London Philharmonic, New Philharmonic Orchestra, BBC Symphony Orchestra, New York Philharmonic, Philadelphia Orchestra, Israel Philharmonic and the Los Angeles Philharmonic Orchestra."
"Together they had 18 children, of whom 11 survived to adulthood.",Sie hatten 18 Kinder. Elf von ihnen lebten als Erwachsene.,"他们有18个孩子,其中11人活下来长大成人。","They had 18 children, 11 of whom survived to grow up.",They had 18 children. Eleven of them lived as adults.
"As of 2005, the Schools were: Cognitive Science (CS): includes linguistics, most psychology, some philosophy, neuroscience, and computer science.","Seit 2005 waren die Schulen: Kognitive Wissenschaft (CS): Linguistik, Psychologie, Philosophie, Neurowissenschaften und Informatik.","截至2005年,学校包括认知科学。","As of 2005, schools included cognitive sciences.","Since 2005 the schools were: Cognitive Science (CS): Linguistics, Psychology, Philosophy, Neuroscience and Computer Science."
"Simplification By far the most common form of language reform, simplification involves spelling simplification (cf.","Vereinfachung, einschließlich Rechtschreibung, ist die häufigste Sprachreform.","简化是语言改革最常见的形式,简化包括简化拼写。","Simplification is the most common form of language reform, including simplification of spelling.","Simplification, including spelling, is the most common language reform."
"Early life Picasso was baptized Pablo Diego José Francisco de Paula Juan Nepomuceno María de los Remedios Crispiniano de la Santísima Trinidad, a series of names honouring various saints and relatives.",Picasso wurde Pablo Diego José Francisco de Paula Juan Nepomuceno María de los Remedios Crispiniano de la Santísima Trinidad getauft. Diese Namensreihe sollte verschiedenen Heiligen und Verwandten Respekt erweisen.,Pablo Picasso出生于巴勃罗·巴勃罗·迭戈·何塞·弗朗西斯科·保拉·胡安·内波穆塞诺·玛丽亚·特立尼达·克里斯皮尼奥·克里斯蒂马·特立尼达。,Pablo Picasso was born in Pablo Pablo Diego José Francisco Paula Juan Nepomuseno María Trinidado Cristiño Trinidad.,Picasso was baptized Pablo Diego José Francisco de Paula Juan Nepomuceno María de los Remedios Crispiniano de la Santísima Trinidad. This series of names should show respect to various saints and relatives.
Another 11 performances were presented after that.,Danach wurden 11 Aufführungen präsentiert.,随后有11项其他行为。,This was followed by 11 other acts.,After that 11 performances were presented.
"Genista juncea), also known as Weaver's Broom, is a perennial, leguminous shrub native to the Mediterranean region in southern Europe, southwest Asia and northwest Africa, where it is found in sunny sites, usually on dry, sandy soils.","Genista juncea ist auch bekannt als Weaver's Broom. Es ist ein mehrjähriger, leguminöser Strauch aus dem Mittelmeerraum in Südeuropa, Südwestasien und Nordwestafrika. Es ist in sonnigen Standorten, in der Regel auf trockenen, sandigen Böden gefunden.",Genista Juncea是Weaver的Broom。 灌木是常年的。 它生长在南欧、西南亚和西北非的地中海区域。 豆腐灌木更喜欢太阳和干燥的沙土。,"Genista Juncea, Broom of Weaver, is a perennial bush, growing in the Mediterranean region of Southern Europe, South-West Asia, and North-West Africa. Tofu bush prefers the sun and dry sand.","Genista juncea is also known as Weaver's Broom. It is a multi-year, leguminous shrub from the Mediterranean in Southern Europe, Southwest Asia and North West Africa. It is found in sunny locations, usually on dry, sandy soils."
Chlamydia is easily treated with antibiotics.,Chlamydia wird leicht mit Antibiotika behandelt.,衣原体接受抗生素治疗。,Chlamydia is treated with antibiotics.,Chlamydia is easily treated with antibiotics.
Lyndon B. Johnson's speech outlining his Great Society program also occurred at UM.,Lyndon B. Johnsons Rede der Großen Gesellschaft fand auch in UM statt.,Lyndon B. Johnson也在UM演讲他的伟大社会计划。,Lyndon B. Johnson was also speaking about his great social plan at UM.,Lyndon B. Johnson's speech of the Great Society was also held in UM.
"Design philosophies Two basic designs exist: Event-driven (priority scheduling) designs switch tasks only when an event of higher priority needs service, called pre-emptive priority.","Es existieren zwei grundlegende Designs: Eventgesteuerte (Prioritätsplanung) Designs wechseln Aufgaben nur dann, wenn ein Ereignis höherer Priorität Service benötigt. Es wird Präventivpriorität genannt.","存在两种基本设计,一种是事件驱动的设计,另一种是优先设计或优先时间安排。有时,事件驱动的设计可以是一种优先设计。当设计需要更高水平的服务时,就会出现这种情况。","There are two basic designs, one for event-driven design and the other for priority design or timing. Sometimes, event-driven design can be a priority design. This happens when design requires a higher level of service.",There are two basic designs: Event-controlled (priority planning) designs change tasks only if an event requires higher priority service. It is called preventive priority.
"Almahala Tripoli is a Libyan football club based in Tripoli, Libya.",Almahala Tripoli ist ein libyscher Fußballverein.,Almahala Tripoli是位于利比亚的黎波里的足球俱乐部。,"Almahala Tripoli is a football club located in Tripoli, Libya.",Almahala Tripoli is a Libyan football club.
